"Acelga", 25.77, 801
"Higo", 2562.96, 85
"Durazno", 164.39, 808
"Naranja", 8.48, 1020
"Lima", 1213.81, 222
"Ciruela", 1005.20, 810
"Frutilla", 285.20, 276
"Melon", 101.17, 404
"Zanahoria", 35.52, 564
"Frutilla", 258.18, 267
"Frutilla", 306.12, 270
"Zuccini", 95.49, 480
"Berenjena", 42.85, 588
"Batata", 20.36, 960
"Champignon", 3551.71, 102
"TomCherry", 550.98, 180
"Lima", 1080.48, 214
"Zuccini", 81.00, 534
"Morron", 2963.45, 696
"Durazno", 180.88, 904
"Kinoto", 32.34, 194
"Alcachofa", 158.76, 252
"Palta", 1133.76, 452
"Apio", 61.41, 312
"Cebolla", 74.01, 936
"Zuccini", 81.24, 480
"Acelga", 19.59, 918
"Morron", 2905.85, 492
"Acelga", 29.67, 801
"Calabaza", 21.53, 728
"Kiwi", 434.17, 480
"Coliflor", 31.54, 590
"Berenjena", 52.64, 678
"Brocoli", 353.39, 404
"Calabaza", 18.77, 832
"Mandarina", 13.96, 1100
"Champignon", 3642.47, 109
"Manzana", 121.78, 970
"Rabanito", 211.57, 240
"Mandarina", 18.96, 870
"Zuccini", 72.92, 492
"Lima", 1336.37, 196
"Zanahoria", 30.92, 582
"Mandarina", 27.12, 920
"Calabaza", 23.22, 760
"TomCherry", 559.73, 182
"Lima", 1360.43, 230
"Brocoli", 354.99, 456
"Kinoto", 38.61, 172
"Palta", 1140.60, 412
"Repollo", 7.07, 840
"Manzana", 125.12, 1160
"Cereza", 1036.99, 202
"Lechuga", 52.99, 954
"Cereza", 1065.41, 186
"Naranja", 13.55, 1000
"TomCherry", 518.79, 170
"Choclo", 41.10, 351
"Lima", 964.05, 198
"Lima", 990.92, 208
"Ajo", 885.06, 96
"Ajo", 901.78, 105
"Frutilla", 298.83, 258
"Brocoli", 385.35, 380
"Cebolla", 74.94, 712
"Limon", 312.13, 819
"Higo", 2554.51, 106
"Durazno", 264.21, 832
"Palta", 487.38, 575
"Durazno", 156.46, 832
"Choclo", 55.45, 324
"Tomate", 712.46, 738
"Cebolla", 64.99, 696
"Limon", 320.75, 749
"Apio", 62.39, 306
"Lima", 1318.67, 214
"Lima", 1387.20, 220
"Acelga", 22.49, 972
"Caqui", 786.04, 99
"Naranja", 14.36, 1170
"Apio", 65.72, 288
"Brocoli", 411.69, 360
"Durazno", 273.18, 816
"Durazno", 165.82, 752
"Repollo", 5.24, 840
"Pepino", 41.77, 520
"Sandia", 70.14, 900
"Rabanito", 259.05, 243
"Caqui", 792.79, 113
"Papa", 14.49, 1190
"Ciruela", 954.38, 774
"Limon", 322.42, 749
"Pomelo", 49.40, 837
"Frambuesa", 2065.59, 87
"Lima", 1291.61, 228
"Palta", 1069.42, 324
"Kinoto", 27.26, 160
"Tomate", 810.91, 846
"Lima", 1223.21, 200
"Tomate", 753.88, 1080
"Choclo", 46.70, 243
"Naranja", 17.15, 1130
"Kinoto", 30.16, 176
"Pomelo", 44.42, 981
"Choclo", 76.18, 360
"Durazno", 174.03, 680
"Pomelo", 48.36, 999
"Lima", 1039.13, 220
"Champignon", 3590.41, 105
"Lima", 1391.25, 204
"Higo", 2512.02, 102
"Alcachofa", 143.66, 279
"Rabanito", 243.20, 291
"Naranja", 16.99, 940
"Choclo", 63.57, 297
"Banana", 52.49, 1030
"Pera", 140.86, 1170
"Pera", 153.83, 870
"Mandarina", 11.33, 1160
"Naranja", 14.84, 1020
"Repollo", 9.02, 805
"Melon", 96.46, 344
"Melon", 106.10, 428
"Calabaza", 20.38, 736
"Durazno", 163.38, 776
"Higo", 2477.00, 87
"Pera", 141.76, 810
"Durazno", 143.11, 736
"Rabanito", 223.14, 288
"Palta", 527.14, 490
"Ciruela", 952.03, 720
"Mandarina", 23.45, 1050
"Esparrago", 592.05, 160
"Sandia", 65.05, 1062
"Choclo", 52.49, 249
"Rabanito", 218.06, 360
"Ajo", 898.10, 91
"Naranja", 15.08, 1080
"Batata", 17.92, 860
"Caqui", 861.56, 80
"Pera", 127.44, 850
"Pomelo", 48.17, 999
"Ajo", 926.30, 94
"Melon", 97.62, 456
"Caqui", 795.75, 119
"Pomelo", 38.96, 774
"Durazno", 175.80, 808
"TomCherry", 550.25, 188
"Apio", 57.29, 330
"Batata", 17.38, 870
"Durazno", 270.20, 872
"Champignon", 3634.87, 120
"Zuccini", 72.60, 588
"TomCherry", 558.83, 234
"Lechuga", 36.01, 1044
"Higo", 2466.71, 90
"Pepino", 45.44, 575
"Zanahoria", 38.96, 516
"Lechuga", 42.32, 1035
"Frambuesa", 2064.28, 101
"Lima", 1222.65, 186
"Pera", 162.07, 1130
"Lima", 1053.50, 232
"Repollo", 3.85, 749
"Limon", 320.20, 672
"Durazno", 158.51, 856
"Lima", 1249.95, 218
"Ciruela", 987.52, 1071
"Mandarina", 19.61, 1200
"Caqui", 815.95, 115
"Palta", 1141.76, 364
"Lima", 1210.11, 222
"TomCherry", 535.45, 180
"Lima", 1328.22, 204
"Sandia", 65.92, 747
"Mandarina", 28.84, 870
"Pera", 152.01, 1040
"Calabaza", 17.25, 712
"Berenjena", 55.31, 690
"Manzana", 160.54, 830
"Frutilla", 279.81, 291
"Berenjena", 60.16, 540
"Frutilla", 271.03, 300
"Kinoto", 33.75, 196
"Pera", 142.61, 1080
"Lima", 1250.51, 216
"Morron", 2904.53, 690
"Uva", 714.04, 342
"Frutilla", 295.18, 345
"Naranja", 12.22, 1020
"Rabanito", 235.56, 315
"Melon", 102.20, 344
"Mandarina", 17.75, 1080
"Zuccini", 79.73, 588
"Apio", 60.75, 357
"Coliflor", 40.10, 455
"Papa", 20.36, 1080
"Alcachofa", 143.84, 276
"Choclo", 52.98, 336
"Lima", 1251.14, 228
"Lima", 1023.78, 194
"Lima", 996.88, 172
"Batata", 20.75, 1150
"Choclo", 49.95, 294
"Cereza", 1019.28, 208
"Palta", 507.50, 570
"Esparrago", 620.63, 200
"Melon", 111.26, 364
"Caqui", 819.45, 113
"Melon", 98.28, 480
"Morron", 3047.61, 648
"Lima", 1252.79, 178
"Banana", 85.03, 860
"Lechuga", 46.29, 918
"Naranja", 15.12, 1200
"Repollo", 2.95, 742
"Papa", 21.68, 920
"Mandarina", 19.50, 980
"TomCherry", 545.31, 232
"Frambuesa", 2052.34, 111
"Champignon", 3685.60, 104
"Rabanito", 241.17, 246
"Esparrago", 684.35, 182
"Frambuesa", 2104.63, 95
"Ciruela", 963.30, 1026
"Ciruela", 951.87, 756
"Durazno", 158.03, 824
"Sandia", 62.07, 1017
"Kiwi", 438.40, 404
"Lima", 1358.84, 224
"Caqui", 806.26, 80
"Rabanito", 200.89, 282
"Alcachofa", 143.55, 357
"Frutilla", 324.81, 354
"Rabanito", 225.17, 294
"Brocoli", 339.54, 356
"TomCherry", 528.86, 236
"Pera", 182.12, 1080
"Zanahoria", 30.04, 696
"Apio", 56.42, 294
"Zuccini", 86.81, 594
"Batata", 19.47, 800
"Batata", 19.09, 1050
"Tomate", 729.99, 846
"Durazno", 151.36, 672
"Champignon", 3616.30, 86
"Sandia", 44.49, 999
"Tomate", 771.82, 891
"Mandarina", 13.60, 910
"Mandarina", 17.67, 1110
"TomCherry", 530.73, 188
"Melon", 102.84, 472
"Cebolla", 55.64, 776
"Morron", 3007.21, 696
"Batata", 21.25, 970
"Uva", 716.42, 264
"Zanahoria", 39.69, 486
"Brocoli", 373.19, 476
"Frambuesa", 2083.06, 86
"Pepino", 30.36, 400
"Kiwi", 440.60, 468
"Choclo", 63.22, 357
"Higo", 2533.53, 98
"Frutilla", 323.40, 273
"Lima", 1052.29, 232
"Durazno", 149.97, 880
"Ciruela", 882.59, 1035
"Limon", 341.89, 721
"TomCherry", 487.00, 180
"Pera", 145.22, 800
"Kiwi", 422.68, 388
"Zuccini", 83.67, 582
"Banana", 52.25, 1060
"Apio", 43.26, 348
"Cereza", 965.08, 178
"Berenjena", 61.41, 702
"Champignon", 3601.85, 95
"Naranja", 12.58, 960
"Mandarina", 14.64, 1070
"Morron", 2862.88, 696
"Apio", 58.61, 243
"Banana", 76.06, 1050
"Lima", 1028.45, 182
"Kinoto", 31.43, 200
"Tomate", 775.30, 801
"Kinoto", 30.30, 230
"Caqui", 788.74, 102
"Frambuesa", 2106.60, 119
"Frambuesa", 2026.17, 90
"Lechuga", 47.59, 729
"Kinoto", 21.91, 170
"Zanahoria", 30.79, 588
"Higo", 2443.74, 106
"Naranja", 13.36, 1070
"Palta", 1094.76, 320
"Calabaza", 18.08, 680
"Lima", 1046.18, 218
"Morron", 2917.14, 702
"Lima", 1290.17, 190
"Frambuesa", 2067.97, 81
"Cereza", 1049.19, 222
"Alcachofa", 147.70, 276
"Pera", 149.17, 1190
"Palta", 1115.49, 456
"Frutilla", 288.39, 249
"Zanahoria", 48.54, 708
"Papa", 19.11, 1020
"Coliflor", 36.10, 505
"Batata", 17.35, 820
"Esparrago", 632.73, 196
"Zanahoria", 33.70, 528
"Zanahoria", 34.89, 618
"Calabaza", 8.09, 904
"TomCherry", 542.53, 234
"Lima", 1378.33, 172
"Higo", 2492.25, 111
"Naranja", 10.69, 940
"Alcachofa", 136.01, 276
"Batata", 25.88, 900
"Lima", 1201.23, 172
"Ajo", 880.15, 92
"Naranja", 14.67, 960
"Mandarina", 28.12, 910
"Mandarina", 25.27, 1060
"Higo", 2478.76, 94
"Morron", 2887.58, 660
"Lima", 1246.41, 178
"Pera", 148.88, 820
"Higo", 2521.34, 117
"Pepino", 25.48, 565
"Palta", 1093.97, 356
"Coliflor", 25.75, 475
"Pomelo", 56.11, 864
"Berenjena", 40.03, 504
"Lima", 1391.97, 174
"Lima", 1135.32, 230
"Acelga", 11.31, 1035
"Higo", 2447.22, 80
"Mandarina", 15.42, 930
"Brocoli", 329.83, 448
"Lima", 1363.09, 220
"Kiwi", 429.51, 444
"Pera", 136.70, 920
"Manzana", 144.19, 1160
"Alcachofa", 162.94, 351
"Palta", 445.73, 535
"Coliflor", 35.36, 460
"Kinoto", 34.84, 212
"Durazno", 141.96, 808
"Pera", 158.22, 990
"Papa", 23.87, 1150
"Brocoli", 331.39, 368
"Sandia", 68.15, 855
"Lima", 1230.96, 168
"Lima", 1360.07, 164
"Lima", 1212.42, 220
"Limon", 326.87, 819
"Morron", 2941.37, 636
"Naranja", 18.92, 1110
"Caqui", 795.82, 103
"Repollo", 4.91, 574
"Pomelo", 36.68, 972
"Choclo", 41.76, 306
"Uva", 714.98, 249
"Banana", 63.92, 970
"Tomate", 734.43, 963
"Naranja", 11.14, 1030
"Manzana", 130.57, 830
"Frambuesa", 2040.52, 103
"Tomate", 773.39, 1035
"Ajo", 849.28, 96
"Naranja", 16.87, 920
"Acelga", 23.46, 900
"Choclo", 51.02, 324
"Frutilla", 273.59, 240
"Acelga", 35.27, 882
"Naranja", 15.51, 1150
"Sandia", 57.61, 720
"TomCherry", 574.99, 164
"Caqui", 870.72, 89
"Pomelo", 52.61, 954
"Naranja", 11.89, 1100
"Kinoto", 37.26, 216
"Pera", 135.66, 1030
"Palta", 470.81, 600
"Manzana", 131.05, 1080
"Champignon", 3693.17, 84
"Higo", 2436.45, 90
"Brocoli", 339.08, 320
"Lima", 1013.76, 224
"Sandia", 74.19, 801
"Kinoto", 35.07, 212
"Kinoto", 39.10, 216
"Pomelo", 48.64, 747
"Frambuesa", 2077.84, 109
"Acelga", 24.69, 1008
"Lima", 1233.39, 184
"Tomate", 745.65, 783
"Frambuesa", 2037.57, 89
"Sandia", 53.94, 765
"Esparrago", 651.57, 220
"Sandia", 55.94, 747
"Kinoto", 38.69, 240
"Higo", 2451.96, 110
"Mandarina", 16.73, 1020
"Choclo", 51.50, 276
"Mandarina", 26.64, 950
"Acelga", 21.18, 936
"Zanahoria", 38.68, 516
"Manzana", 150.16, 980
"Cereza", 1016.20, 220
"Coliflor", 33.38, 590
"Frutilla", 307.56, 330
"Lima", 1023.32, 200
"Rabanito", 206.35, 303
"Manzana", 134.50, 1060
"Durazno", 305.15, 800
"Sandia", 73.96, 747
"Zuccini", 91.02, 636
"Manzana", 142.44, 1010
"Zuccini", 77.04, 564
"Calabaza", 16.24, 888
"Mandarina", 23.91, 1070
"Cereza", 1024.53, 226
"Frambuesa", 2013.14, 81
"Papa", 17.63, 820
"Banana", 70.96, 870
"Kinoto", 27.13, 172
"Zanahoria", 36.78, 660
"Mandarina", 22.63, 1080
"Papa", 10.85, 1090
"Berenjena", 48.19, 702
"Limon", 321.03, 651
"Pomelo", 30.79, 801
"Calabaza", 19.11, 816
"Uva", 707.59, 333
"Champignon", 3597.58, 114
"Banana", 81.76, 900
"Naranja", 17.28, 1150
"Pera", 139.51, 930
"Lima", 1239.73, 234
"Ciruela", 954.93, 936
"Naranja", 8.14, 900
"Palta", 474.60, 465
"Esparrago", 600.36, 166
"Lima", 1017.67, 232
"Cebolla", 65.07, 664
"Durazno", 131.24, 952
"Lima", 1035.28, 184
"Higo", 2492.90, 109
"Berenjena", 60.73, 654
"TomCherry", 530.95, 216
"TomCherry", 568.96, 210
"Mandarina", 8.39, 850
"Palta", 497.48, 415
"Papa", 20.42, 1090
"Champignon", 3720.68, 90
"Ajo", 937.70, 109
"Morron", 2972.00, 660
"Palta", 462.99, 455
"Lima", 1045.10, 184
"Sandia", 41.89, 1062
"Durazno", 276.77, 872
"Berenjena", 55.49, 546
"Lechuga", 34.99, 756
"Higo", 2521.47, 97
"Apio", 57.36, 330
"Choclo", 53.96, 321
"Acelga", 22.75, 891
"Rabanito", 223.97, 261
"Pera", 148.74, 960
"Frutilla", 280.34, 249
"Coliflor", 24.41, 510
